MLS#,property#,seller_agent_id,owner_id,listing_type,listing_price,listing_date,listing_status
9204,9204,3288,4307,for sale,1099300,2024-02-02,for sale
9205,9205,1749,354,for sale,1524800,2024-02-29,for sale
9206,9206,3182,7392,for sale,1752550,2024-02-28,for sale
9207,9207,525,1162,for sale,3029050,2024-03-20,for sale
9208,9208,4743,5913,for sale,2269150,2024-01-23,for sale
9209,9209,2692,2233,for sale,673800,2024-04-08,for sale
9210,9210,1153,2554,for sale,1403150,2024-01-25,for sale
9211,9211,347,8640,for sale,977650,2024-02-13,for sale
9212,9212,4886,7397,for sale,1099300,2024-04-12,for sale
9213,9213,519,3758,for sale,2299700,2024-01-14,for sale
9214,9214,1542,7017,for sale,886550,2024-01-16,for sale
9215,9215,2124,635,for sale,1965300,2024-04-05,for sale
9216,9216,571,2367,for sale,461050,2024-04-12,for sale
9217,9217,381,4763,for sale,461050,2024-03-10,for sale
9218,9218,3258,7806,for sale,2725200,2024-02-11,for sale
9219,9219,2974,3189,for sale,1235950,2024-03-28,for sale
9220,9220,2725,1363,for sale,3165700,2024-03-29,for sale
9221,9221,1577,3158,for sale,1707000,2024-03-16,for sale
9222,9222,352,3680,for sale,673800,2024-02-17,for sale
9223,9223,1530,4552,for sale,1190400,2024-02-26,for sale
9224,9224,3117,4988,for sale,2649100,2024-01-23,for sale
9225,9225,3682,1723,for sale,2937950,2024-01-25,for sale
9226,9226,3119,9662,for sale,1190400,2024-01-17,for sale
9227,9227,85,9638,for sale,1448700,2024-01-28,for sale
9228,9228,3547,1941,for sale,2254150,2024-01-29,for sale
9229,9229,4317,1311,for sale,1707000,2024-03-17,for sale
9230,9230,680,6710,for sale,461050,2024-03-17,for sale
9231,9231,1504,9852,for sale,977650,2024-03-11,for sale
9232,9232,3316,5522,for sale,2421350,2024-04-11,for sale
9233,9233,3252,6133,for sale,2086950,2024-03-16,for sale
9234,9234,2126,319,for sale,461050,2024-01-22,for sale
9235,9235,2704,5923,for sale,1099300,2024-02-29,for sale
9236,9236,783,4092,for sale,977650,2024-03-06,for sale
9237,9237,3302,6328,for sale,2588550,2024-01-30,for sale
9238,9238,4543,3107,for sale,2223600,2024-03-07,for sale
9239,9239,1082,6714,for sale,461050,2024-01-15,for sale
9240,9240,1918,2333,for sale,1919750,2024-02-15,for sale
9241,9241,2565,4625,for sale,2345250,2024-03-01,for sale
9242,9242,4646,9098,for sale,2603550,2024-03-20,for sale
9243,9243,308,5455,for sale,2481900,2024-02-14,for sale
9244,9244,4072,9745,for sale,1570350,2024-02-26,for sale
9245,9245,3526,1826,for sale,977650,2024-01-21,for sale
9246,9246,2935,3151,for sale,1312050,2024-04-02,for sale
9247,9247,965,7333,for sale,1828650,2024-03-07,for sale
9248,9248,4018,5902,for sale,461050,2024-03-30,for sale
9249,9249,3479,5417,for sale,2132500,2024-03-27,for sale
9250,9250,4232,935,for sale,2041400,2024-01-20,for sale
9251,9251,450,4721,for sale,1950300,2024-04-09,for sale
9252,9252,4335,2184,for sale,2163050,2024-03-20,for sale
9253,9253,3149,3973,for sale,461050,2024-03-24,for sale
9254,9254,3500,5743,for sale,1357600,2024-02-10,for sale
9255,9255,4482,2492,for sale,2558000,2024-02-04,for sale
9256,9256,4584,6978,for sale,932100,2024-01-19,for sale
9257,9257,2618,8421,for sale,1190400,2024-02-29,for sale
9258,9258,4734,587,for sale,719350,2024-04-06,for sale
9259,9259,1356,708,for sale,932100,2024-03-21,for sale
9260,9260,1597,5320,for sale,1874200,2024-02-07,for sale
9261,9261,2687,5903,for sale,461050,2024-04-02,for sale
9262,9262,189,2675,for sale,2725200,2024-02-18,for sale
9263,9263,2722,4499,for sale,1752550,2024-02-23,for sale
9264,9264,4544,6826,for sale,1615900,2024-03-30,for sale
9265,9265,4201,98,for sale,461050,2024-03-19,for sale
9266,9266,3484,5750,for sale,2223600,2024-02-27,for sale
9267,9267,3386,9777,for sale,719350,2024-03-06,for sale
9268,9268,332,126,for sale,2466900,2024-04-05,for sale
9269,9269,210,8103,for sale,2345250,2024-03-22,for sale
9270,9270,2655,1794,for sale,673800,2024-04-11,for sale
9271,9271,560,4571,for sale,2694650,2024-02-29,for sale
9272,9272,1964,688,for sale,1995850,2024-03-22,for sale
9273,9273,1892,5392,for sale,1524800,2024-03-30,for sale
9274,9274,771,7574,for sale,2785750,2024-02-23,for sale
9275,9275,3419,5652,for sale,1099300,2024-03-11,for sale
9276,9276,4828,1221,for sale,1615900,2024-01-14,for sale
9277,9277,4678,8417,for sale,461050,2024-02-22,for sale
9278,9278,4360,9771,for sale,1524800,2024-03-24,for sale
9279,9279,866,7615,for sale,1403150,2024-03-25,for sale
9280,9280,3713,7656,for sale,1235950,2024-01-26,for sale
9281,9281,1073,9878,for sale,977650,2024-02-29,for sale
9282,9282,200,7778,for sale,673800,2024-04-05,for sale
9283,9283,913,8009,for sale,461050,2024-03-25,for sale
9284,9284,2708,1216,for sale,1099300,2024-02-23,for sale
9285,9285,3772,9066,for sale,932100,2024-03-23,for sale
9286,9286,4966,8072,for sale,1707000,2024-02-21,for sale
9287,9287,151,2245,for sale,2178050,2024-03-13,for sale
9288,9288,4560,8100,for sale,2132500,2024-04-06,for sale
9289,9289,1680,8457,for sale,2861850,2024-01-29,for sale
9290,9290,2441,6339,for sale,673800,2024-01-26,for sale
9291,9291,2951,2553,for sale,1783100,2024-01-14,for sale
9292,9292,2558,8465,for sale,1235950,2024-01-26,for sale
9293,9293,2880,7264,for sale,2770750,2024-02-22,for sale
9294,9294,511,5585,for sale,2375800,2024-02-16,for sale
9295,9295,3215,3789,for sale,1707000,2024-03-18,for sale
9296,9296,3597,5852,for sale,1144850,2024-04-10,for sale
9297,9297,1206,558,for sale,2740200,2024-03-17,for sale
9298,9298,3779,2279,for sale,461050,2024-02-01,for sale
9299,9299,731,9014,for sale,1570350,2024-02-17,for sale
9300,9300,2128,3470,for sale,2892400,2024-02-15,for sale
9301,9301,216,2944,for sale,1144850,2024-02-26,for sale
9302,9302,1881,7746,for sale,2634100,2024-03-20,for sale
9303,9303,4141,433,for sale,1661450,2024-02-17,for sale
9304,9304,2146,2675,for sale,2740200,2024-02-03,for sale
9305,9305,1888,8543,for sale,2679650,2024-03-01,for sale
9306,9306,418,7369,for sale,1524800,2024-02-23,for sale
9307,9307,1890,9317,for sale,977650,2024-03-07,for sale
9308,9308,3923,7887,for sale,977650,2024-02-27,for sale
9309,9309,155,2480,for sale,461050,2024-03-27,for sale
9310,9310,164,3991,for sale,2345250,2024-03-03,for sale
9311,9311,1530,2013,for sale,2010850,2024-03-01,for sale
9312,9312,4250,4209,for sale,1737550,2024-03-21,for sale
9313,9313,4741,9934,for sale,461050,2024-03-01,for sale
9314,9314,2478,7098,for sale,2436350,2024-03-28,for sale
9315,9315,3198,4600,for sale,977650,2024-04-04,for sale
9316,9316,2817,6911,for sale,461050,2024-01-29,for sale
9317,9317,2609,7791,for sale,2132500,2024-03-17,for sale
9318,9318,4108,4886,for sale,673800,2024-02-17,for sale
9319,9319,4905,4433,for sale,1190400,2024-02-16,for sale
9320,9320,1792,9440,for sale,977650,2024-01-19,for sale
9321,9321,3862,4424,for sale,2010850,2024-03-13,for sale
9322,9322,1485,2295,for sale,1403150,2024-03-20,for sale
9323,9323,3387,1497,for sale,2952950,2024-02-05,for sale
9324,9324,371,9460,for sale,2345250,2024-04-04,for sale
9325,9325,3538,6417,for sale,886550,2024-02-12,for sale
9326,9326,809,7172,for sale,2481900,2024-03-29,for sale
9327,9327,439,3088,for sale,2299700,2024-02-18,for sale
9328,9328,1779,1211,for sale,2132500,2024-04-10,for sale
9329,9329,4709,54,for sale,886550,2024-03-09,for sale
9330,9330,3778,2672,for sale,1403150,2024-03-18,for sale
9331,9331,3599,3368,for sale,2816300,2024-03-16,for sale
9332,9332,4172,2473,for sale,3120150,2024-03-13,for sale
9333,9333,4446,2915,for sale,1403150,2024-02-16,for sale
9334,9334,664,7039,for sale,2299700,2024-03-12,for sale
9335,9335,4217,8649,for sale,2208600,2024-04-06,for sale
9336,9336,4133,1747,for sale,2512450,2024-02-27,for sale
9337,9337,4600,2379,for sale,1448700,2024-02-04,for sale
9338,9338,3293,498,for sale,2010850,2024-03-24,for sale
9339,9339,4775,7756,for sale,1190400,2024-01-25,for sale
9340,9340,1498,4040,for sale,461050,2024-03-31,for sale
9341,9341,4034,148,for sale,719350,2024-04-09,for sale
9342,9342,1447,5377,for sale,1615900,2024-01-14,for sale
9343,9343,1245,6348,for sale,461050,2024-02-15,for sale
9344,9344,1292,3091,for sale,3302350,2024-01-22,for sale
9345,9345,131,6169,for sale,886550,2024-03-23,for sale
9346,9346,3156,6371,for sale,1828650,2024-02-15,for sale
9347,9347,2298,7311,for sale,2269150,2024-01-15,for sale
9348,9348,3781,1270,for sale,2254150,2024-03-21,for sale
9349,9349,2136,9026,for sale,719350,2024-03-19,for sale
9350,9350,1801,4411,for sale,673800,2024-04-12,for sale
9351,9351,2072,7744,for sale,673800,2024-03-01,for sale
9352,9352,1147,4480,for sale,2132500,2024-02-16,for sale
9353,9353,1175,8261,for sale,1448700,2024-01-22,for sale
9354,9354,3942,9519,for sale,461050,2024-02-14,for sale
9355,9355,822,4533,for sale,1144850,2024-02-29,for sale
9356,9356,4947,6302,for sale,719350,2024-01-20,for sale
9357,9357,2737,1086,for sale,461050,2024-02-26,for sale
9358,9358,4907,471,for sale,2466900,2024-01-30,for sale
9359,9359,311,3939,for sale,1403150,2024-03-26,for sale
9360,9360,4002,9559,for sale,461050,2024-03-22,for sale
9361,9361,2993,6213,for sale,2299700,2024-04-04,for sale
9362,9362,3624,8114,for sale,977650,2024-03-18,for sale
9363,9363,1005,1975,for sale,2512450,2024-02-05,for sale
9364,9364,4839,5251,for sale,3211250,2024-01-29,for sale
9365,9365,4901,1694,for sale,2558000,2024-03-04,for sale
9366,9366,320,1366,for sale,2269150,2024-03-01,for sale
9367,9367,703,1612,for sale,2010850,2024-01-23,for sale
9368,9368,3492,593,for sale,2010850,2024-01-19,for sale
9369,9369,4127,2912,for sale,977650,2024-02-21,for sale
9370,9370,803,7646,for sale,1403150,2024-01-19,for sale
9371,9371,225,1476,for sale,1099300,2024-01-23,for sale
9372,9372,2381,4032,for sale,2163050,2024-02-22,for sale
9373,9373,51,3579,for sale,2512450,2024-01-22,for sale
9374,9374,925,442,for sale,3029050,2024-01-21,for sale
9375,9375,4121,3023,for sale,1965300,2024-02-02,for sale
9376,9376,4714,6843,for sale,1874200,2024-02-28,for sale
9377,9377,1998,7518,for sale,2679650,2024-02-08,for sale
9378,9378,3009,6167,for sale,2466900,2024-02-09,for sale
9379,9379,3547,8260,for sale,461050,2024-03-19,for sale
9380,9380,3601,9983,for sale,2481900,2024-02-16,for sale
9381,9381,1181,4588,for sale,1615900,2024-02-20,for sale
9382,9382,4484,7337,for sale,1312050,2024-03-27,for sale
9383,9383,3205,2277,for sale,2223600,2024-04-12,for sale
9384,9384,4520,7733,for sale,2041400,2024-02-15,for sale
9385,9385,70,5139,for sale,461050,2024-02-22,for sale
9386,9386,758,5712,for sale,1312050,2024-04-12,for sale
9387,9387,2994,3036,for sale,461050,2024-03-21,for sale
9388,9388,3523,5681,for sale,2694650,2024-03-14,for sale
9389,9389,4339,8450,for sale,2588550,2024-01-16,for sale
9390,9390,4345,9278,for sale,2725200,2024-03-23,for sale
9391,9391,4715,6078,for sale,2390800,2024-04-02,for sale
9392,9392,403,5458,for sale,1190400,2024-02-11,for sale
9393,9393,2013,4029,for sale,1570350,2024-02-15,for sale
9394,9394,481,4019,for sale,673800,2024-04-03,for sale
9395,9395,2945,7590,for sale,2223600,2024-02-19,for sale
9396,9396,2534,5096,for sale,719350,2024-02-23,for sale
9397,9397,4374,166,for sale,673800,2024-03-25,for sale
9398,9398,2733,2645,for sale,3044050,2024-02-23,for sale
9399,9399,2160,9262,for sale,3044050,2024-01-18,for sale
9400,9400,331,2774,for sale,2694650,2024-04-08,for sale
9401,9401,4789,1610,for sale,1661450,2024-03-15,for sale
9402,9402,4774,8617,for sale,932100,2024-03-28,for sale
9403,9403,2427,2096,for sale,932100,2024-04-10,for sale
9404,9404,4468,6774,for sale,1965300,2024-02-18,for sale
9405,9405,2064,9976,for sale,461050,2024-02-09,for sale
9406,9406,3987,5517,for sale,2816300,2024-03-04,for sale
9407,9407,4412,8640,for sale,2178050,2024-04-03,for sale
9408,9408,3730,2559,for sale,461050,2024-03-11,for sale
9409,9409,1717,6708,for sale,1403150,2024-03-25,for sale
9410,9410,1709,9418,for sale,3029050,2024-03-28,for sale
9411,9411,1036,112,for sale,1919750,2024-03-26,for sale
9412,9412,4702,5553,for sale,2299700,2024-02-16,for sale
9413,9413,4657,9569,for sale,932100,2024-04-08,for sale
9414,9414,1330,510,for sale,1448700,2024-03-21,for sale
9415,9415,4891,189,for sale,932100,2024-01-18,for sale
9416,9416,320,3375,for sale,2132500,2024-02-26,for sale
9417,9417,1344,2996,for sale,1919750,2024-02-18,for sale
9418,9418,3719,7473,for sale,1950300,2024-04-06,for sale
9419,9419,4158,7477,for sale,932100,2024-03-09,for sale
9420,9420,1061,2110,for sale,1357600,2024-04-05,for sale
9421,9421,4217,4608,for sale,719350,2024-04-03,for sale
9422,9422,2148,3664,for sale,1919750,2024-01-30,for sale
9423,9423,2806,5301,for sale,1615900,2024-03-22,for sale
9424,9424,415,5471,for sale,932100,2024-02-17,for sale
9425,9425,532,9497,for sale,932100,2024-02-29,for sale
9426,9426,1923,2503,for sale,1828650,2024-04-01,for sale
9427,9427,4134,4367,for sale,719350,2024-04-10,for sale
9428,9428,3103,7873,for sale,1737550,2024-03-27,for sale
9429,9429,301,626,for sale,2801300,2024-03-22,for sale
9430,9430,107,7821,for sale,2481900,2024-01-14,for sale
9431,9431,458,6113,for sale,1828650,2024-03-05,for sale
9432,9432,2787,3295,for sale,1099300,2024-03-12,for sale
9433,9433,1832,4027,for sale,673800,2024-01-23,for sale
9434,9434,2451,408,for sale,461050,2024-04-10,for sale
9435,9435,1802,2622,for sale,1783100,2024-03-30,for sale
9436,9436,3165,9617,for sale,2208600,2024-03-18,for sale
9437,9437,437,747,for sale,2390800,2024-02-04,for sale
9438,9438,715,8201,for sale,2740200,2024-02-07,for sale
9439,9439,1228,2132,for sale,2527450,2024-01-17,for sale
9440,9440,4253,1436,for sale,1524800,2024-04-10,for sale
9441,9441,4194,9354,for sale,2649100,2024-03-10,for sale
9442,9442,2121,7792,for sale,2436350,2024-03-29,for sale
9443,9443,2132,7339,for sale,2345250,2024-03-09,for sale
9444,9444,3089,5579,for sale,1965300,2024-02-21,for sale
9445,9445,2251,6367,for sale,1752550,2024-03-19,for sale
9446,9446,2728,4872,for sale,1615900,2024-02-07,for sale
9447,9447,3356,8915,for sale,3029050,2024-02-01,for sale
9448,9448,3083,6428,for sale,2679650,2024-04-07,for sale
9449,9449,896,2660,for sale,2375800,2024-01-24,for sale
9450,9450,128,6076,for sale,1874200,2024-02-01,for sale
9451,9451,2167,5417,for sale,2603550,2024-03-31,for sale
9452,9452,2465,9944,for sale,461050,2024-02-05,for sale
9453,9453,1757,7485,for sale,2436350,2024-01-16,for sale
9454,9454,1246,7509,for sale,2163050,2024-01-18,for sale
9455,9455,2637,3899,for sale,1950300,2024-02-01,for sale
9456,9456,1116,144,for sale,2998500,2024-04-10,for sale
9457,9457,4013,218,for sale,2816300,2024-03-06,for sale
9458,9458,309,6647,for sale,719350,2024-02-12,for sale
9459,9459,4452,3803,for sale,2299700,2024-01-28,for sale
9460,9460,1221,36,for sale,2269150,2024-02-16,for sale
9461,9461,867,8984,for sale,1828650,2024-01-30,for sale
9462,9462,1989,6674,for sale,2937950,2024-03-02,for sale
9463,9463,180,2834,for sale,1312050,2024-02-18,for sale
9464,9464,4607,6488,for sale,2892400,2024-01-16,for sale
9465,9465,2082,1995,for sale,1190400,2024-03-19,for sale
9466,9466,530,7488,for sale,2466900,2024-04-12,for sale
9467,9467,1033,3276,for sale,2375800,2024-03-12,for sale
9468,9468,4640,4263,for sale,2892400,2024-04-04,for sale
9469,9469,1052,3556,for sale,1099300,2024-02-27,for sale
9470,9470,2043,5074,for sale,977650,2024-04-10,for sale
9471,9471,2168,280,for sale,1144850,2024-02-14,for sale
9472,9472,2504,2144,for sale,461050,2024-03-11,for sale
9473,9473,128,2109,for sale,461050,2024-02-23,for sale
9474,9474,4183,7273,for sale,673800,2024-04-03,for sale
9475,9475,3685,3924,for sale,2527450,2024-01-21,for sale
9476,9476,3028,1508,for sale,461050,2024-03-02,for sale
9477,9477,3225,1745,for sale,1524800,2024-04-03,for sale
9478,9478,1185,1795,for sale,2937950,2024-03-13,for sale
9479,9479,1087,450,for sale,2269150,2024-04-07,for sale
9480,9480,3689,3550,for sale,461050,2024-02-23,for sale
9481,9481,3790,7793,for sale,2086950,2024-04-10,for sale
9482,9482,1617,2386,for sale,2223600,2024-02-26,for sale
9483,9483,4998,390,for sale,2603550,2024-03-20,for sale
9484,9484,4684,800,for sale,1752550,2024-03-06,for sale
9485,9485,3957,9553,for sale,1312050,2024-01-29,for sale
9486,9486,1923,7311,for sale,719350,2024-03-17,for sale
9487,9487,1109,8226,for sale,1312050,2024-03-03,for sale
9488,9488,1593,27,for sale,719350,2024-03-24,for sale
9489,9489,4945,168,for sale,2679650,2024-02-09,for sale
9490,9490,4034,9407,for sale,3029050,2024-01-18,for sale
9491,9491,1842,6313,for sale,719350,2024-03-07,for sale
9492,9492,1808,3491,for sale,2649100,2024-02-21,for sale
9493,9493,3957,7997,for sale,1312050,2024-01-30,for sale
9494,9494,3693,3662,for sale,2010850,2024-01-16,for sale
9495,9495,3340,6637,for sale,2937950,2024-03-23,for sale
9496,9496,103,9452,for sale,2801300,2024-04-08,for sale
9497,9497,435,7488,for sale,461050,2024-02-22,for sale
9498,9498,3031,5648,for sale,1312050,2024-04-11,for sale
9499,9499,3861,342,for sale,719350,2024-03-19,for sale
9500,9500,604,9861,for sale,977650,2024-04-04,for sale
9501,9501,291,3090,for sale,2785750,2024-03-08,for sale
9502,9502,488,9441,for sale,461050,2024-02-23,for sale
9503,9503,3327,3235,for sale,1752550,2024-02-19,for sale
9504,9504,978,8731,for sale,2694650,2024-01-14,for sale
9505,9505,197,3800,for sale,3120150,2024-01-21,for sale
9506,9506,644,8274,for sale,1570350,2024-01-16,for sale
9507,9507,2166,3837,for sale,1190400,2024-03-14,for sale
9508,9508,3951,6852,for sale,2785750,2024-02-25,for sale
9509,9509,1758,9275,for sale,2208600,2024-03-07,for sale
9510,9510,605,9500,for sale,673800,2024-01-31,for sale
9511,9511,2480,369,for sale,2725200,2024-02-01,for sale
9512,9512,1569,2944,for sale,2725200,2024-02-24,for sale
9513,9513,2022,2698,for sale,1995850,2024-02-23,for sale
9514,9514,4649,913,for sale,1357600,2024-03-07,for sale
9515,9515,2956,5136,for sale,2481900,2024-02-11,for sale
9516,9516,3388,4240,for sale,2801300,2024-02-17,for sale
9517,9517,2567,6353,for sale,673800,2024-02-17,for sale
9518,9518,707,8786,for sale,719350,2024-01-23,for sale
9519,9519,134,6246,for sale,977650,2024-02-04,for sale
9520,9520,47,3623,for sale,1235950,2024-01-21,for sale
9521,9521,2577,9652,for sale,1099300,2024-02-04,for sale
9522,9522,3649,475,for sale,2223600,2024-02-07,for sale
9523,9523,3895,2683,for sale,461050,2024-03-02,for sale
9524,9524,1700,6939,for sale,2725200,2024-03-30,for sale
9525,9525,2908,66,for sale,1235950,2024-03-13,for sale
9526,9526,358,5806,for sale,1752550,2024-03-25,for sale
9527,9527,1772,8142,for sale,2816300,2024-03-31,for sale
9528,9528,4243,5906,for sale,1235950,2024-03-11,for sale
9529,9529,4082,8649,for sale,2998500,2024-03-28,for sale
9530,9530,2325,5118,for sale,2998500,2024-01-15,for sale
9531,9531,4515,7451,for sale,461050,2024-01-30,for sale
9532,9532,2245,5950,for sale,2634100,2024-01-20,for sale
9533,9533,1834,4563,for sale,461050,2024-03-05,for sale
9534,9534,1021,5499,for sale,3256800,2024-03-30,for sale
9535,9535,1048,3499,for sale,1783100,2024-03-19,for sale
9536,9536,2441,7993,for sale,1950300,2024-02-05,for sale
9537,9537,4689,4387,for sale,1494250,2024-02-18,for sale
9538,9538,3442,1026,for sale,2679650,2024-04-11,for sale
9539,9539,1573,9989,for sale,932100,2024-04-02,for sale
9540,9540,3601,8265,for sale,461050,2024-01-17,for sale
9541,9541,2167,4928,for sale,2937950,2024-04-06,for sale
9542,9542,1093,1517,for sale,461050,2024-02-16,for sale
9543,9543,318,3044,for sale,1965300,2024-02-28,for sale
9544,9544,3650,1601,for sale,2299700,2024-04-11,for sale
9545,9545,1540,1546,for sale,932100,2024-03-31,for sale
9546,9546,1597,1985,for sale,1357600,2024-04-10,for sale
9547,9547,3943,6367,for sale,3302350,2024-01-20,for sale
9548,9548,2691,5192,for sale,886550,2024-02-02,for sale
9549,9549,2986,8157,for sale,1661450,2024-01-19,for sale
9550,9550,4382,6096,for sale,2952950,2024-04-03,for sale
9551,9551,1765,8849,for sale,932100,2024-04-02,for sale
9552,9552,4748,3721,for sale,719350,2024-03-29,for sale
9553,9553,3918,7039,for sale,1783100,2024-01-27,for sale
9554,9554,2403,7915,for sale,2466900,2024-03-07,for sale
9555,9555,2952,1606,for sale,461050,2024-02-11,for sale
9556,9556,3383,6346,for sale,2086950,2024-04-12,for sale
9557,9557,4296,9960,for sale,977650,2024-03-06,for sale
9558,9558,3098,8767,for sale,2254150,2024-03-10,for sale
9559,9559,896,5821,for sale,673800,2024-04-01,for sale
9560,9560,3245,9599,for sale,2512450,2024-01-22,for sale
9561,9561,4168,2320,for sale,461050,2024-02-14,for sale
9562,9562,2572,61,for sale,2345250,2024-01-31,for sale
9563,9563,4060,8157,for sale,673800,2024-01-29,for sale
9564,9564,1746,199,for sale,2010850,2024-04-09,for sale
9565,9565,3852,4551,for sale,2254150,2024-02-22,for sale
9566,9566,818,3314,for sale,1570350,2024-02-01,for sale
9567,9567,747,5814,for sale,2983500,2024-01-29,for sale
9568,9568,4461,1958,for sale,1357600,2024-02-01,for sale
9569,9569,240,2367,for sale,2208600,2024-03-28,for sale
9570,9570,1452,9700,for sale,2649100,2024-03-27,for sale
9571,9571,727,152,for sale,3211250,2024-02-24,for sale
9572,9572,1862,6839,for sale,461050,2024-03-09,for sale
9573,9573,973,312,for sale,461050,2024-03-30,for sale
9574,9574,397,632,for sale,1919750,2024-02-14,for sale
9575,9575,1679,8205,for sale,1144850,2024-01-23,for sale
9576,9576,4111,390,for sale,977650,2024-02-18,for sale
9577,9577,2837,5110,for sale,2816300,2024-02-23,for sale
9578,9578,891,5153,for sale,1403150,2024-02-29,for sale
9579,9579,4549,2059,for sale,1661450,2024-01-23,for sale
9580,9580,293,303,for sale,2527450,2024-02-10,for sale
9581,9581,403,3586,for sale,2345250,2024-02-10,for sale
9582,9582,3987,8153,for sale,1950300,2024-04-07,for sale
9583,9583,87,9541,for sale,1737550,2024-03-20,for sale
9584,9584,2403,7641,for sale,977650,2024-03-18,for sale
9585,9585,3569,7121,for sale,1144850,2024-02-09,for sale
9586,9586,696,1651,for sale,673800,2024-01-20,for sale
9587,9587,3252,8615,for sale,932100,2024-02-13,for sale
9588,9588,4056,8616,for sale,2254150,2024-02-13,for sale
9589,9589,820,5146,for sale,2299700,2024-03-18,for sale
9590,9590,4743,1795,for sale,2740200,2024-01-25,for sale
9591,9591,1785,3037,for sale,1190400,2024-01-18,for sale
9592,9592,1845,6893,for sale,2785750,2024-02-01,for sale
9593,9593,685,6756,for sale,2846850,2024-01-16,for sale
9594,9594,3646,3036,for sale,2983500,2024-02-19,for sale
9595,9595,3225,3054,for sale,2041400,2024-01-14,for sale
9596,9596,617,8864,for sale,2603550,2024-03-04,for sale
9597,9597,1272,1860,for sale,461050,2024-02-21,for sale
9598,9598,2846,9003,for sale,2770750,2024-04-05,for sale
9599,9599,2767,7302,for sale,2345250,2024-02-08,for sale
9600,9600,2697,1384,for sale,2694650,2024-02-27,for sale
9601,9601,2433,6291,for sale,3044050,2024-01-14,for sale
9602,9602,1592,6260,for sale,1448700,2024-03-03,for sale
9603,9603,1894,3962,for sale,2010850,2024-04-04,for sale
9604,9604,1526,2635,for sale,673800,2024-04-04,for sale
9605,9605,1855,8225,for sale,3256800,2024-02-24,for sale
9606,9606,2886,4678,for sale,1524800,2024-02-25,for sale
9607,9607,2144,4823,for sale,2132500,2024-03-09,for sale
9608,9608,4854,4657,for sale,3256800,2024-03-04,for sale
9609,9609,811,1125,for sale,1448700,2024-01-25,for sale
9610,9610,3005,2658,for sale,1524800,2024-01-14,for sale
9611,9611,4554,3566,for sale,932100,2024-03-07,for sale
9612,9612,2510,3194,for sale,1144850,2024-02-01,for sale
9613,9613,1489,7486,for sale,1661450,2024-03-24,for sale
9614,9614,3993,7725,for sale,1494250,2024-03-10,for sale
9615,9615,4453,6940,for sale,719350,2024-04-08,for sale
9616,9616,2359,3432,for sale,3029050,2024-03-01,for sale
9617,9617,1184,5162,for sale,2132500,2024-04-10,for sale
9618,9618,3390,6906,for sale,461050,2024-04-08,for sale
9619,9619,3124,642,for sale,719350,2024-03-20,for sale
9620,9620,1185,7068,for sale,2740200,2024-01-26,for sale
9621,9621,2978,4033,for sale,1099300,2024-02-21,for sale
9622,9622,3636,3303,for sale,1099300,2024-02-23,for sale
9623,9623,3294,4095,for sale,2527450,2024-02-04,for sale
9624,9624,3481,2412,for sale,719350,2024-02-27,for sale
9625,9625,1291,8191,for sale,2952950,2024-01-26,for sale
9626,9626,2004,924,for sale,2436350,2024-01-14,for sale
9627,9627,2538,3506,for sale,1312050,2024-01-24,for sale
9628,9628,4027,7406,for sale,2086950,2024-01-28,for sale
9629,9629,1887,4652,for sale,461050,2024-03-04,for sale
9630,9630,3264,5690,for sale,2983500,2024-02-20,for sale
9631,9631,2070,961,for sale,1099300,2024-03-23,for sale
9632,9632,1870,1606,for sale,2634100,2024-03-05,for sale
9633,9633,1411,9573,for sale,1995850,2024-01-24,for sale
9634,9634,2910,5059,for sale,1919750,2024-03-20,for sale
9635,9635,1863,8082,for sale,1524800,2024-03-22,for sale
9636,9636,4431,1705,for sale,1524800,2024-04-09,for sale
9637,9637,2555,8861,for sale,2603550,2024-01-31,for sale
9638,9638,431,8186,for sale,932100,2024-03-11,for sale
9639,9639,3046,3007,for sale,1752550,2024-03-28,for sale
9640,9640,2547,4316,for sale,886550,2024-01-21,for sale
9641,9641,74,2498,for sale,2132500,2024-03-18,for sale
9642,9642,2631,7312,for sale,1570350,2024-04-09,for sale
9643,9643,4555,1630,for sale,2649100,2024-03-05,for sale
9644,9644,257,7980,for sale,3211250,2024-04-12,for sale
9645,9645,2308,5255,for sale,1403150,2024-01-16,for sale
9646,9646,2566,8775,for sale,673800,2024-01-26,for sale
9647,9647,25,7722,for sale,1570350,2024-04-02,for sale
9648,9648,4732,4635,for sale,1950300,2024-03-17,for sale
9649,9649,975,7681,for sale,461050,2024-03-04,for sale
9650,9650,3476,2699,for sale,2740200,2024-02-07,for sale
9651,9651,3753,7035,for sale,3211250,2024-04-06,for sale
9652,9652,1580,4967,for sale,2254150,2024-02-22,for sale
9653,9653,2914,4565,for sale,1524800,2024-04-12,for sale
9654,9654,1493,7788,for sale,1965300,2024-04-12,for sale
9655,9655,3040,8314,for sale,1828650,2024-03-22,for sale
9656,9656,2291,3086,for sale,2861850,2024-01-18,for sale
9657,9657,17,4134,for sale,461050,2024-03-07,for sale
9658,9658,219,8376,for sale,977650,2024-02-03,for sale
9659,9659,942,686,for sale,1615900,2024-03-10,for sale
9660,9660,3595,2796,for sale,2010850,2024-03-31,for sale
9661,9661,4407,2608,for sale,2299700,2024-01-17,for sale
9662,9662,812,9077,for sale,2466900,2024-01-28,for sale
