transaction_id,buyer_id,MLS#,transaction_date,transaction_amount,buyer_agent_commission,seller_agent_commission,buyer_agent_id
2985,3535,985,2022-03-01,3800,1900,1900,47
2986,3536,986,2023-10-05,4700,2350,2350,260
2987,3537,987,2022-03-17,2700,1350,1350,47
2988,3538,988,2021-08-14,4000,2000,2000,369
2989,3540,989,2021-07-21,1400,700,700,824
2990,3549,990,2023-02-03,2200,1100,1100,406
2991,3552,991,2022-07-10,4700,2350,2350,842
2992,3556,992,2022-07-14,4500,2250,2250,598
2993,3558,993,2023-10-16,4700,2350,2350,127
2994,3565,994,2023-06-03,3800,1900,1900,101
2995,3578,995,2022-12-19,1000,500,500,857
2996,3597,996,2021-08-07,400,200,200,21
2997,3602,997,2023-09-09,1200,600,600,808
2998,3609,998,2023-10-09,3800,1900,1900,185
2999,3614,999,2023-01-13,3300,1650,1650,910
3000,3623,1000,2022-07-06,4900,2450,2450,117
3001,3634,1001,2022-04-16,3700,1850,1850,155
3002,3644,1002,2023-02-12,800,400,400,959
3003,3646,1003,2021-10-07,700,350,350,294
3004,3654,1004,2021-12-10,3900,1950,1950,631
3005,3662,1005,2023-05-30,1900,950,950,778
3006,3669,1006,2022-01-01,2700,1350,1350,736
3007,3675,1007,2022-03-12,1600,800,800,589
3008,3678,1008,2022-01-20,4300,2150,2150,721
3009,3683,1009,2022-09-30,3500,1750,1750,196
3010,3685,1010,2023-06-16,3400,1700,1700,489
3011,3687,1011,2023-11-11,5000,2500,2500,530
3012,3692,1012,2023-07-16,2800,1400,1400,810
3013,3702,1013,2024-03-12,3400,1700,1700,338
3014,3711,1014,2023-02-11,4700,2350,2350,992
3015,3726,1015,2022-10-13,400,200,200,778
3016,3735,1016,2022-07-23,1200,600,600,736
3017,3736,1017,2022-01-21,1100,550,550,835
3018,3737,1018,2023-01-16,1600,800,800,367
3019,3745,1019,2021-10-14,4200,2100,2100,983
3020,3749,1020,2021-11-07,2400,1200,1200,744
3021,3750,1021,2023-03-26,2100,1050,1050,961
3022,3765,1022,2024-03-12,2100,1050,1050,487
3023,3768,1023,2023-01-18,700,350,350,432
3024,3770,1024,2024-01-12,1500,750,750,182
3025,3773,1025,2021-09-30,300,150,150,839
3026,3774,1026,2023-03-09,3700,1850,1850,328
3027,3776,1027,2022-03-11,4800,2400,2400,784
3028,3786,1028,2022-07-13,4900,2450,2450,405
3029,3787,1029,2021-12-21,1100,550,550,82
3030,3794,1030,2022-05-06,300,150,150,678
3031,3824,1031,2023-08-19,2900,1450,1450,550
3032,3829,1032,2022-07-27,300,150,150,768
3033,3831,1033,2023-04-07,300,150,150,830
3034,3835,1034,2023-04-07,3700,1850,1850,776
3035,3847,1035,2023-07-11,3500,1750,1750,244
3036,3851,1036,2022-12-06,4900,2450,2450,36
3037,3859,1037,2023-11-09,2300,1150,1150,503
3038,3867,1038,2023-04-17,500,250,250,157
3039,3877,1039,2022-06-29,3000,1500,1500,421
3040,3884,1040,2022-04-25,3900,1950,1950,517
3041,3889,1041,2022-04-09,2800,1400,1400,369
3042,3891,1042,2021-09-09,2700,1350,1350,126
3043,3900,1043,2021-11-13,2700,1350,1350,507
3044,3902,1044,2022-08-23,4800,2400,2400,653
3045,3906,1045,2023-04-08,1400,700,700,444
3046,3908,1046,2022-12-12,1900,950,950,611
3047,3912,1047,2024-02-05,4200,2100,2100,145
3048,3917,1048,2021-12-17,4200,2100,2100,25
3049,3918,1049,2022-04-07,2800,1400,1400,351
3050,3919,1050,2022-11-07,3100,1550,1550,526
3051,3925,1051,2022-05-22,3700,1850,1850,701
3052,3927,1052,2023-08-22,3900,1950,1950,326
3053,3930,1053,2021-12-13,700,350,350,802
3054,3932,1054,2023-08-05,4200,2100,2100,837
3055,3935,1055,2024-03-20,1500,750,750,527
3056,3936,1056,2022-10-13,2000,1000,1000,296
3057,3941,1057,2022-06-30,3300,1650,1650,776
3058,3947,1058,2022-10-16,2300,1150,1150,186
3059,3955,1059,2022-08-30,700,350,350,388
3060,3960,1060,2023-05-20,3700,1850,1850,913
3061,3968,1061,2024-02-07,4600,2300,2300,791
3062,3971,1062,2022-12-11,5000,2500,2500,844
3063,3978,1063,2023-01-26,400,200,200,897
3064,3980,1064,2024-01-02,3900,1950,1950,646
3065,3981,1065,2023-03-19,800,400,400,389
3066,3992,1066,2022-10-24,1600,800,800,689
3067,3996,1067,2022-02-27,3300,1650,1650,64
3068,3999,1068,2023-11-23,2300,1150,1150,451
3069,4001,1069,2023-02-07,1600,800,800,569
3070,4002,1070,2021-09-22,2600,1300,1300,322
3071,4007,1071,2022-03-17,1700,850,850,576
3072,4012,1072,2021-08-07,1900,950,950,914
3073,4025,1073,2021-12-07,1700,850,850,571
3074,4029,1074,2022-06-26,900,450,450,808
3075,4041,1075,2022-03-01,1400,700,700,425
3076,4056,1076,2022-08-28,4900,2450,2450,534
3077,4073,1077,2023-09-25,2400,1200,1200,35
3078,4076,1078,2024-01-26,3900,1950,1950,89
3079,4085,1079,2023-07-28,1200,600,600,414
3080,4096,1080,2022-08-08,900,450,450,829
3081,4108,1081,2024-01-24,2300,1150,1150,379
3082,4111,1082,2023-02-09,4000,2000,2000,327
3083,4112,1083,2023-03-02,2200,1100,1100,149
3084,4115,1084,2023-03-27,1000,500,500,5
3085,4122,1085,2022-02-05,1300,650,650,658
3086,4126,1086,2022-09-13,3100,1550,1550,32
3087,4132,1087,2022-06-24,3800,1900,1900,172
3088,4135,1088,2022-01-26,1900,950,950,772
3089,4150,1089,2023-08-01,1700,850,850,498
3090,4158,1090,2023-03-28,1900,950,950,899
3091,4161,1091,2021-07-25,4600,2300,2300,544
3092,4163,1092,2022-11-05,4800,2400,2400,733
3093,4164,1093,2023-05-27,500,250,250,599
3094,4166,1094,2022-09-22,1200,600,600,611
3095,4180,1095,2022-10-14,1700,850,850,645
3096,4182,1096,2022-07-29,1200,600,600,884
3097,4205,1097,2024-02-18,3800,1900,1900,212
3098,4210,1098,2021-10-27,5100,2550,2550,450
3099,4215,1099,2021-08-23,1300,650,650,381
3100,4218,1100,2023-04-05,4700,2350,2350,91
3101,4219,1101,2024-01-01,1600,800,800,942
3102,4223,1102,2023-12-26,3900,1950,1950,443
3103,4234,1103,2022-11-24,4400,2200,2200,973
3104,4236,1104,2021-08-23,3100,1550,1550,190
3105,4237,1105,2023-09-23,5000,2500,2500,743
3106,4240,1106,2023-12-17,3500,1750,1750,978
3107,4241,1107,2023-03-04,5100,2550,2550,917
3108,4255,1108,2022-02-11,600,300,300,765
3109,4263,1109,2022-07-28,2400,1200,1200,975
3110,4268,1110,2023-10-14,4200,2100,2100,916
3111,4271,1111,2022-06-06,700,350,350,439
3112,4283,1112,2021-09-24,2300,1150,1150,546
3113,4297,1113,2021-08-23,4200,2100,2100,208
3114,4298,1114,2022-07-11,5000,2500,2500,4
3115,4300,1115,2021-08-19,1300,650,650,248
3116,4307,1116,2023-05-03,2000,1000,1000,951
3117,4310,1117,2023-06-21,1300,650,650,742
3118,4317,1118,2022-06-11,200,100,100,167
3119,4320,1119,2022-12-19,500,250,250,75
3120,4334,1120,2022-12-15,2000,1000,1000,735
3121,4344,1121,2021-08-13,4700,2350,2350,617
3122,4347,1122,2022-12-03,2300,1150,1150,691
3123,4349,1123,2023-08-18,3100,1550,1550,670
3124,4356,1124,2022-09-17,2500,1250,1250,324
3125,4360,1125,2023-10-07,1700,850,850,168
3126,4364,1126,2022-05-07,3000,1500,1500,521
3127,4365,1127,2021-10-12,4300,2150,2150,520
3128,4373,1128,2023-09-28,3700,1850,1850,411
3129,4374,1129,2023-06-13,2000,1000,1000,330
3130,4375,1130,2022-07-19,1300,650,650,505
3131,4376,1131,2023-06-08,2500,1250,1250,46
3132,4380,1132,2023-11-12,3000,1500,1500,796
3133,4396,1133,2023-11-13,200,100,100,177
3134,4401,1134,2024-03-08,3700,1850,1850,400
3135,4409,1135,2023-08-30,3300,1650,1650,170
3136,4411,1136,2021-09-20,5100,2550,2550,797
3137,4414,1137,2022-08-30,1800,900,900,749
3138,4433,1138,2022-04-11,4000,2000,2000,581
3139,4441,1139,2022-09-25,4200,2100,2100,785
3140,4442,1140,2024-03-30,3800,1900,1900,41
3141,4443,1141,2022-04-23,2900,1450,1450,658
3142,4466,1142,2021-11-24,1300,650,650,3
3143,4470,1143,2022-04-27,1300,650,650,453
3144,4496,1144,2022-02-16,3200,1600,1600,851
3145,4498,1145,2024-03-18,2600,1300,1300,896
3146,4505,1146,2023-03-08,5000,2500,2500,478
3147,4506,1147,2024-03-07,2700,1350,1350,572
3148,4508,1148,2023-01-30,3100,1550,1550,382
3149,4510,1149,2021-09-28,3600,1800,1800,138
3150,4525,1150,2023-02-23,900,450,450,567
3151,4530,1151,2023-02-23,1300,650,650,837
3152,4531,1152,2022-11-06,200,100,100,780
3153,4532,1153,2023-02-21,2800,1400,1400,551
3154,4536,1154,2021-11-23,3800,1900,1900,595
3155,4545,1155,2021-12-03,4600,2300,2300,878
3156,4558,1156,2022-12-22,1100,550,550,246
3157,4563,1157,2023-03-09,3500,1750,1750,103
3158,4569,1158,2022-08-20,2100,1050,1050,953
3159,4578,1159,2022-03-04,300,150,150,53
3160,4591,1160,2022-08-02,1600,800,800,473
3161,4592,1161,2022-05-31,1500,750,750,864
3162,4596,1162,2023-12-02,400,200,200,938
3163,4598,1163,2022-05-23,1000,500,500,974
3164,4600,1164,2022-07-09,4800,2400,2400,221
3165,4601,1165,2022-04-23,4800,2400,2400,320
3166,4604,1166,2023-02-21,600,300,300,586
3167,4608,1167,2022-09-02,1000,500,500,434
3168,4609,1168,2023-01-30,1600,800,800,654
3169,4610,1169,2024-01-11,600,300,300,621
3170,4621,1170,2023-02-02,4700,2350,2350,734
3171,4631,1171,2023-03-11,3500,1750,1750,622
3172,4635,1172,2021-12-14,1200,600,600,705
3173,4643,1173,2023-09-18,2400,1200,1200,762
3174,4647,1174,2022-03-21,1700,850,850,183
3175,4658,1175,2023-03-16,4900,2450,2450,837
3176,4667,1176,2021-10-03,1700,850,850,220
3177,4670,1177,2024-02-02,500,250,250,164
3178,4680,1178,2022-01-26,3100,1550,1550,1
3179,4681,1179,2022-05-29,2400,1200,1200,172
3180,4689,1180,2023-10-24,4300,2150,2150,868
3181,4695,1181,2021-09-17,3900,1950,1950,339
3182,4702,1182,2022-08-23,4400,2200,2200,668
3183,4706,1183,2022-08-25,1600,800,800,835
3184,4721,1184,2024-03-31,2800,1400,1400,528
3185,4723,1185,2023-10-16,5000,2500,2500,957
3186,4725,1186,2021-08-23,4900,2450,2450,586
3187,4727,1187,2022-07-30,2200,1100,1100,359
3188,4735,1188,2022-04-10,3500,1750,1750,328
3189,4736,1189,2022-07-29,2900,1450,1450,697
3190,4750,1190,2022-06-13,200,100,100,433
3191,4756,1191,2022-03-12,3300,1650,1650,262
3192,4757,1192,2022-05-03,4000,2000,2000,119
3193,4759,1193,2021-10-08,4500,2250,2250,206
3194,4762,1194,2023-04-28,400,200,200,581
3195,4769,1195,2023-04-19,1200,600,600,463
3196,4772,1196,2023-07-03,3000,1500,1500,442
3197,4776,1197,2022-10-07,1100,550,550,497
3198,4780,1198,2022-04-22,2100,1050,1050,716
3199,4809,1199,2024-03-16,3000,1500,1500,896
3200,4825,1200,2023-08-29,3700,1850,1850,984
3201,4844,1201,2022-07-14,4400,2200,2200,708
3202,4858,1202,2023-03-01,400,200,200,340
3203,4881,1203,2022-08-18,1600,800,800,605
3204,4884,1204,2021-08-12,1300,650,650,146
3205,4885,1205,2023-07-16,4700,2350,2350,159
3206,4887,1206,2022-02-13,4300,2150,2150,714
3207,4888,1207,2022-04-13,3800,1900,1900,83
3208,4892,1208,2023-02-26,2100,1050,1050,49
3209,4909,1209,2022-11-20,1200,600,600,684
3210,4910,1210,2023-03-20,500,250,250,797
3211,4931,1211,2022-12-23,600,300,300,64
3212,4936,1212,2021-07-11,4600,2300,2300,1000
3213,4938,1213,2022-08-23,1100,550,550,330
3214,4942,1214,2023-05-09,4800,2400,2400,750
3215,4943,1215,2024-01-15,2800,1400,1400,784
3216,4945,1216,2022-03-27,300,150,150,611
3217,4946,1217,2023-06-20,2700,1350,1350,606
3218,4956,1218,2022-07-20,3700,1850,1850,769
3219,4958,1219,2022-12-25,2000,1000,1000,97
3220,4959,1220,2021-09-16,900,450,450,748
3221,4979,1221,2021-11-24,1900,950,950,610
3222,4981,1222,2024-02-17,400,200,200,735
3223,4992,1223,2023-01-25,2100,1050,1050,673
3224,5000,1224,2023-11-29,4400,2200,2200,248
3225,5007,1225,2023-09-01,800,400,400,691
3226,5012,1226,2023-11-22,1500,750,750,549
3227,5013,1227,2023-02-10,1600,800,800,107
3228,5018,1228,2023-02-23,3700,1850,1850,987
3229,5024,1229,2021-12-01,3600,1800,1800,799
3230,5027,1230,2022-10-10,4600,2300,2300,582
3231,5029,1231,2023-09-07,3200,1600,1600,346
3232,5047,1232,2023-01-03,2500,1250,1250,567
3233,5055,1233,2021-10-27,1200,600,600,580
3234,5069,1234,2022-01-24,1800,900,900,78
3235,5070,1235,2022-04-30,1000,500,500,873
3236,5078,1236,2023-05-22,2400,1200,1200,307
3237,5087,1237,2021-11-11,1500,750,750,404
3238,5098,1238,2022-05-24,3600,1800,1800,979
3239,5111,1239,2021-08-06,2000,1000,1000,548
3240,5125,1240,2021-11-29,2000,1000,1000,551
3241,5130,1241,2021-07-26,3900,1950,1950,174
3242,5135,1242,2023-01-21,5000,2500,2500,874
3243,5155,1243,2023-07-16,2600,1300,1300,277
3244,5156,1244,2021-10-22,200,100,100,681
3245,5159,1245,2021-12-29,700,350,350,527
3246,5166,1246,2021-10-02,400,200,200,842
3247,5173,1247,2022-01-02,600,300,300,792
3248,5179,1248,2023-09-14,2800,1400,1400,278
3249,5190,1249,2022-11-11,3500,1750,1750,919
3250,5195,1250,2022-12-24,400,200,200,764
3251,5200,1251,2022-02-05,4200,2100,2100,286
3252,5203,1252,2022-06-09,1000,500,500,807
3253,5206,1253,2022-08-31,400,200,200,233
3254,5207,1254,2022-05-06,2000,1000,1000,172
3255,5217,1255,2023-06-13,4500,2250,2250,256
3256,5218,1256,2022-04-04,4000,2000,2000,231
3257,5220,1257,2021-08-13,3800,1900,1900,466
3258,5223,1258,2021-08-14,1500,750,750,299
3259,5230,1259,2022-12-14,400,200,200,833
3260,5233,1260,2022-10-03,4400,2200,2200,625
3261,5238,1261,2024-02-28,1000,500,500,585
3262,5239,1262,2022-08-30,5100,2550,2550,389
3263,5242,1263,2021-10-31,700,350,350,924
3264,5244,1264,2023-04-29,4600,2300,2300,646
3265,5259,1265,2023-12-29,4700,2350,2350,247
3266,5261,1266,2023-07-13,1300,650,650,887
3267,5267,1267,2023-08-31,1500,750,750,567
3268,5270,1268,2023-08-02,2300,1150,1150,520
3269,5272,1269,2023-02-08,400,200,200,920
3270,5277,1270,2023-09-10,4200,2100,2100,379
3271,5278,1271,2023-03-30,3900,1950,1950,146
3272,5281,1272,2023-04-07,4400,2200,2200,210
3273,5282,1273,2023-06-17,4000,2000,2000,884
3274,5284,1274,2023-07-04,2300,1150,1150,757
3275,5296,1275,2021-11-26,300,150,150,192
3276,5298,1276,2023-07-14,1900,950,950,34
3277,5301,1277,2023-12-13,3300,1650,1650,591
3278,5304,1278,2022-03-18,3700,1850,1850,547
3279,5308,1279,2021-08-25,5100,2550,2550,96
3280,5312,1280,2023-04-08,1400,700,700,11
3281,5315,1281,2023-12-08,3700,1850,1850,362
3282,5319,1282,2022-07-13,4400,2200,2200,958
3283,5322,1283,2022-08-01,4700,2350,2350,324
3284,5324,1284,2023-01-27,2500,1250,1250,808
3285,5327,1285,2022-11-13,4900,2450,2450,450
3286,5330,1286,2024-02-16,3400,1700,1700,279
3287,5338,1287,2023-12-09,2300,1150,1150,467
3288,5347,1288,2024-01-08,700,350,350,359
3289,5348,1289,2022-11-07,1700,850,850,172
3290,5349,1290,2021-07-21,2300,1150,1150,636
3291,5356,1291,2022-06-06,4500,2250,2250,640
3292,5363,1292,2021-12-28,1400,700,700,848
3293,5368,1293,2024-03-26,1900,950,950,136
3294,5374,1294,2021-08-19,5000,2500,2500,682
3295,5381,1295,2022-07-25,3300,1650,1650,433
3296,5382,1296,2022-09-20,3100,1550,1550,13
3297,5387,1297,2022-09-01,1800,900,900,563
3298,5388,1298,2022-08-20,2100,1050,1050,365
3299,5391,1299,2022-09-25,4700,2350,2350,963
3300,5393,1300,2023-08-27,1200,600,600,24
3301,5394,1301,2023-03-26,1900,950,950,415
3302,5419,1302,2024-03-02,600,300,300,55
3303,5426,1303,2021-10-29,2400,1200,1200,780
3304,5427,1304,2023-08-16,500,250,250,26
3305,5429,1305,2023-02-26,2200,1100,1100,845
3306,5434,1306,2023-06-17,1400,700,700,194
3307,5443,1307,2021-11-05,700,350,350,372
3308,5450,1308,2022-10-25,1200,600,600,176
3309,5451,1309,2023-07-20,4700,2350,2350,674
3310,5454,1310,2022-06-19,2200,1100,1100,956
3311,5458,1311,2021-12-08,4500,2250,2250,408
3312,5468,1312,2023-02-04,4100,2050,2050,266
3313,5470,1313,2024-03-15,2400,1200,1200,131
3314,5477,1314,2022-11-19,4900,2450,2450,638
3315,5482,1315,2022-04-23,2900,1450,1450,180
3316,5483,1316,2021-10-23,3300,1650,1650,240
3317,5487,1317,2021-10-02,5000,2500,2500,925
3318,5510,1318,2024-03-05,4100,2050,2050,330
3319,5512,1319,2022-07-20,1700,850,850,257
3320,5515,1320,2023-06-22,1600,800,800,413
3321,5527,1321,2023-04-21,2700,1350,1350,447
3322,5530,1322,2022-05-02,4100,2050,2050,613
3323,5533,1323,2023-12-21,5100,2550,2550,123
3324,5538,1324,2024-01-12,3400,1700,1700,314
3325,5549,1325,2023-02-25,400,200,200,586
3326,5550,1326,2022-12-11,1200,600,600,874
3327,5551,1327,2021-12-19,3700,1850,1850,703
3328,5556,1328,2023-02-02,3100,1550,1550,780
3329,5557,1329,2022-10-24,3200,1600,1600,750
3330,5563,1330,2022-12-16,3300,1650,1650,648
3331,5573,1331,2021-11-17,1900,950,950,361
3332,5574,1332,2024-03-22,2800,1400,1400,898
3333,5578,1333,2023-06-07,300,150,150,738
3334,5580,1334,2021-08-08,4700,2350,2350,597
3335,5586,1335,2022-04-17,4000,2000,2000,621
3336,5596,1336,2022-05-14,1000,500,500,690
3337,5604,1337,2023-09-06,2000,1000,1000,773
3338,5614,1338,2024-02-05,3900,1950,1950,813
3339,5625,1339,2023-07-16,4500,2250,2250,736
3340,5644,1340,2023-02-22,4800,2400,2400,295
3341,5657,1341,2021-09-17,3500,1750,1750,713
3342,5659,1342,2023-03-25,4800,2400,2400,195
3343,5666,1343,2022-03-10,2700,1350,1350,520
3344,5667,1344,2021-12-26,4600,2300,2300,384
3345,5671,1345,2021-12-19,3300,1650,1650,802
3346,5674,1346,2023-05-12,3400,1700,1700,211
3347,5676,1347,2022-04-22,4800,2400,2400,711
3348,5678,1348,2022-01-11,4500,2250,2250,723
3349,5684,1349,2023-06-18,1900,950,950,635
3350,5699,1350,2022-08-25,2200,1100,1100,592
3351,5700,1351,2023-03-21,3500,1750,1750,437
3352,5702,1352,2022-06-07,2900,1450,1450,952
3353,5703,1353,2022-09-18,4700,2350,2350,206
3354,5709,1354,2022-02-18,3900,1950,1950,268
3355,5715,1355,2021-10-10,300,150,150,870
3356,5718,1356,2023-08-07,4100,2050,2050,297
3357,5726,1357,2022-04-16,4300,2150,2150,474
3358,5727,1358,2022-12-05,3600,1800,1800,753
3359,5731,1359,2021-07-19,1700,850,850,651
3360,5739,1360,2024-03-17,3500,1750,1750,568
3361,5746,1361,2023-11-25,1200,600,600,738
3362,5748,1362,2022-05-17,2700,1350,1350,437
3363,5755,1363,2023-11-28,3100,1550,1550,90
3364,5774,1364,2023-02-05,4200,2100,2100,656
3365,5775,1365,2022-08-11,4000,2000,2000,405
3366,5779,1366,2023-02-22,4600,2300,2300,346
3367,5782,1367,2022-06-06,3200,1600,1600,637
3368,5783,1368,2023-09-03,3700,1850,1850,73
3369,5784,1369,2024-03-19,500,250,250,796
3370,5787,1370,2024-04-01,600,300,300,788
3371,5792,1371,2024-04-05,3400,1700,1700,773
3372,5801,1372,2022-09-02,3500,1750,1750,84
3373,5818,1373,2022-11-12,2300,1150,1150,728
3374,5835,1374,2023-08-27,4700,2350,2350,108
3375,5854,1375,2022-06-16,4700,2350,2350,676
3376,5860,1376,2021-09-01,2400,1200,1200,481
3377,5876,1377,2021-11-10,5100,2550,2550,312
3378,5886,1378,2023-03-13,4500,2250,2250,170
3379,5889,1379,2023-06-13,900,450,450,884
3380,5896,1380,2022-02-02,2700,1350,1350,433
3381,5905,1381,2023-02-18,4200,2100,2100,248
3382,5906,1382,2023-07-06,5100,2550,2550,507
3383,5910,1383,2021-09-09,2000,1000,1000,86
3384,5911,1384,2022-07-24,2000,1000,1000,467
3385,5912,1385,2022-06-17,4300,2150,2150,553
3386,5913,1386,2022-05-20,3100,1550,1550,434
3387,5915,1387,2022-09-04,200,100,100,987
3388,5916,1388,2021-12-31,3700,1850,1850,18
3389,5920,1389,2022-11-13,2200,1100,1100,597
3390,5921,1390,2022-11-13,5000,2500,2500,542
3391,5925,1391,2023-12-02,2200,1100,1100,640
3392,5929,1392,2022-10-18,5100,2550,2550,825
3393,5935,1393,2023-08-20,5000,2500,2500,113
3394,5937,1394,2023-05-12,2600,1300,1300,235
3395,5939,1395,2024-01-18,2900,1450,1450,348
3396,5942,1396,2022-01-16,3600,1800,1800,671
3397,5947,1397,2021-09-26,5000,2500,2500,458
3398,5957,1398,2022-03-01,2100,1050,1050,252
3399,5960,1399,2021-10-24,5000,2500,2500,540
3400,5961,1400,2023-02-19,4100,2050,2050,942
3401,5966,1401,2021-11-03,400,200,200,365
3402,5983,1402,2022-08-31,1300,650,650,276
3403,5984,1403,2023-03-22,3400,1700,1700,733
3404,5999,1404,2024-01-17,1800,900,900,812
3405,6009,1405,2023-05-24,4000,2000,2000,46
3406,6010,1406,2021-12-05,900,450,450,237
3407,6012,1407,2024-04-06,4000,2000,2000,89
3408,6016,1408,2022-10-05,4900,2450,2450,96
3409,6028,1409,2023-02-05,2800,1400,1400,254
3410,6035,1410,2024-02-20,700,350,350,104
3411,6047,1411,2022-07-05,1900,950,950,119
3412,6053,1412,2024-01-21,400,200,200,220
3413,6057,1413,2022-12-24,900,450,450,683
3414,6061,1414,2023-07-11,3000,1500,1500,904
3415,6062,1415,2022-02-15,1000,500,500,978
3416,6075,1416,2023-05-11,3900,1950,1950,172
3417,6081,1417,2022-03-01,2900,1450,1450,972
3418,6094,1418,2021-12-25,3800,1900,1900,869
3419,6097,1419,2023-05-21,3700,1850,1850,928
3420,6098,1420,2022-06-10,1800,900,900,199
3421,6103,1421,2022-11-20,4400,2200,2200,803
3422,6114,1422,2021-10-25,4600,2300,2300,239
3423,6117,1423,2022-04-29,2400,1200,1200,511
3424,6121,1424,2024-03-26,400,200,200,35
3425,6124,1425,2022-10-20,4000,2000,2000,959
3426,6131,1426,2022-07-06,200,100,100,101
3427,6136,1427,2022-05-15,3000,1500,1500,819
3428,6145,1428,2023-12-28,1400,700,700,756
3429,6175,1429,2023-02-18,4400,2200,2200,543
3430,6176,1430,2023-02-02,1900,950,950,262
3431,6179,1431,2021-08-14,1400,700,700,439
3432,6181,1432,2021-10-31,3900,1950,1950,919
3433,6206,1433,2023-09-22,1600,800,800,615
3434,6209,1434,2022-09-15,4900,2450,2450,718
3435,6212,1435,2024-02-04,2300,1150,1150,698
3436,6213,1436,2023-07-31,600,300,300,294
3437,6217,1437,2022-10-01,4700,2350,2350,16
3438,6219,1438,2023-05-02,400,200,200,236
3439,6222,1439,2024-02-14,400,200,200,263
3440,6225,1440,2022-12-10,3200,1600,1600,39
3441,6234,1441,2023-09-28,4700,2350,2350,90
3442,6248,1442,2023-10-25,200,100,100,457
3443,6269,1443,2024-04-01,2600,1300,1300,11
3444,6273,1444,2022-03-30,3100,1550,1550,211
3445,6275,1445,2022-08-24,3300,1650,1650,535
3446,6279,1446,2024-04-06,3000,1500,1500,728
3447,6282,1447,2024-03-03,1900,950,950,42
3448,6283,1448,2023-06-27,3500,1750,1750,421
3449,6285,1449,2022-09-10,1000,500,500,703
3450,6308,1450,2022-12-11,2200,1100,1100,653
3451,6312,1451,2021-11-03,5000,2500,2500,558
3452,6315,1452,2023-05-05,500,250,250,918
3453,6323,1453,2023-05-14,300,150,150,26
3454,6334,1454,2022-07-12,3700,1850,1850,48
3455,6353,1455,2023-04-14,2300,1150,1150,923
3456,6354,1456,2022-02-22,4500,2250,2250,258
3457,6368,1457,2022-11-06,1700,850,850,689
3458,6371,1458,2023-02-16,2000,1000,1000,584
3459,6374,1459,2023-11-17,5000,2500,2500,696
3460,6381,1460,2022-12-01,1500,750,750,714
3461,6388,1461,2023-09-07,600,300,300,532
3462,6390,1462,2023-10-21,2100,1050,1050,238
3463,6395,1463,2023-02-15,900,450,450,794
3464,6405,1464,2022-07-15,700,350,350,857
3465,6408,1465,2022-01-06,3500,1750,1750,137
3466,6411,1466,2022-01-29,4300,2150,2150,148
3467,6412,1467,2023-03-23,2100,1050,1050,421
3468,6422,1468,2023-01-16,1900,950,950,811
3469,6434,1469,2023-05-27,3300,1650,1650,23
3470,6435,1470,2023-08-18,300,150,150,246
3471,6457,1471,2022-04-26,4900,2450,2450,977
3472,6458,1472,2021-11-21,400,200,200,661
3473,6463,1473,2023-02-09,300,150,150,677
3474,6466,1474,2023-09-07,700,350,350,169
3475,6471,1475,2023-01-03,4600,2300,2300,190
3476,6478,1476,2022-02-25,5000,2500,2500,451
3477,6480,1477,2021-11-18,4300,2150,2150,827
3478,6481,1478,2023-05-09,4900,2450,2450,349
3479,6483,1479,2023-03-18,3800,1900,1900,890
3480,6488,1480,2023-03-14,2600,1300,1300,414
3481,6494,1481,2021-09-04,1800,900,900,473
3482,6501,1482,2022-05-21,1100,550,550,531
3483,6503,1483,2023-12-03,4900,2450,2450,648
3484,6507,1484,2022-04-07,2400,1200,1200,143
3485,6511,1485,2022-03-14,2300,1150,1150,666
3486,6512,1486,2022-09-22,1700,850,850,88
3487,6527,1487,2021-07-29,900,450,450,659
3488,6530,1488,2022-01-21,4200,2100,2100,503
3489,6534,1489,2022-08-04,2800,1400,1400,32
3490,6543,1490,2022-02-25,3500,1750,1750,573
3491,6545,1491,2024-01-08,1800,900,900,537
3492,6548,1492,2023-09-30,3500,1750,1750,169
3493,6559,1493,2022-10-20,4000,2000,2000,15
3494,6570,1494,2023-09-20,300,150,150,876
3495,6574,1495,2022-05-07,400,200,200,601
3496,6576,1496,2023-10-01,3500,1750,1750,443
3497,6582,1497,2023-11-28,2500,1250,1250,195
3498,6585,1498,2022-08-21,2400,1200,1200,68
3499,6594,1499,2022-02-18,1600,800,800,489
3500,6595,1500,2022-02-14,1400,700,700,349
3501,6598,1501,2022-04-21,3500,1750,1750,862
3502,6599,1502,2022-05-09,4000,2000,2000,696
3503,6602,1503,2023-07-04,4100,2050,2050,285
3504,6605,1504,2024-01-27,5100,2550,2550,31
3505,6613,1505,2022-05-26,4600,2300,2300,371
3506,6619,1506,2023-03-31,700,350,350,67
3507,6625,1507,2021-07-18,900,450,450,587
3508,6631,1508,2022-03-02,2800,1400,1400,55
3509,6638,1509,2021-07-22,2000,1000,1000,687
3510,6649,1510,2023-04-16,4700,2350,2350,603
3511,6650,1511,2021-12-07,600,300,300,289
3512,6655,1512,2022-07-19,1800,900,900,930
3513,6667,1513,2024-01-01,4500,2250,2250,111
3514,6668,1514,2024-03-13,4100,2050,2050,493
3515,6672,1515,2023-01-19,3800,1900,1900,184
3516,6678,1516,2022-02-17,4900,2450,2450,296
3517,6701,1517,2022-07-01,4400,2200,2200,488
3518,6704,1518,2023-11-17,2500,1250,1250,340
